X,Y,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,PdId
-122.406970988224998,37.772527360757103,160091276,WARRANTS,WARRANT ARREST,Sunday,01/31/2016,17:29,SOUTHERN,"ARREST, BOOKED",BRYANT ST / 8TH ST,16009127663010.000000000000000
-122.418766889013,37.711933685760101,160091129,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/31/2016,17:20,INGLESIDE,"ARREST, BOOKED",SANTOS ST / BROOKDALE AV,16009112965016.000000000000000
-122.405565072810006,37.806617153097093,166025976,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,17:15,CENTRAL,NONE,THE EMBARCADERONORTH ST / BAY ST,16602597606244.000000000000000
-122.449122960734996,37.769784092536092,160091016,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Sunday,01/31/2016,17:10,PARK,"ARREST, BOOKED",1600 Block of HAIGHT ST,16009101664002.000000000000000
-122.408595110869001,37.783706930154501,160091000,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,01/31/2016,17:05,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,16009100065010.000000000000000
-122.408595110869001,37.783706930154501,160091000,OTHER OFFENSES,OPERATING WITHOUT CABARET PERMIT,Sunday,01/31/2016,17:05,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,16009100030100.000000000000000
-122.415642487854996,37.778832315879193,160091113,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,01/31/2016,17:00,TENDERLOIN,NONE,0 Block of GROVE ST,16009111368020.000000000000000
-122.415414174096995,37.770261843785299,160091351,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,17:00,SOUTHERN,NONE,1600 Block of FOLSOM ST,16009135106244.000000000000000
-122.384724027209998,37.726756887838796,160096787,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,01/31/2016,17:00,BAYVIEW,NONE,1200 Block of THOMAS AV,16009678771010.000000000000000
-122.396305356236994,37.793257200330885,160090955,OTHER OFFENSES,CONSPIRACY,Sunday,01/31/2016,16:50,CENTRAL,"ARREST, BOOKED",CALIFORNIA ST / DRUMM ST,16009095526080.000000000000000
-122.396305356236994,37.793257200330885,160090955,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,01/31/2016,16:50,CENTRAL,"ARREST, BOOKED",CALIFORNIA ST / DRUMM ST,16009095504014.000000000000000
-122.414166515093001,37.808419917270996,160091204,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,01/31/2016,16:48,CENTRAL,"ARREST, BOOKED",JEFFERSON ST / MASON ST,16009120465010.000000000000000
-122.426955631709006,37.769247063206983,160090977,WARRANTS,WARRANT ARREST,Sunday,01/31/2016,16:45,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,16009097763010.000000000000000
-122.388475895423994,37.741522040109693,160091652,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016,16:45,BAYVIEW,NONE,3900 Block of 3RD ST,16009165272000.000000000000000
-122.426955631709006,37.769247063206983,160090977,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,01/31/2016,16:45,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,16009097704013.000000000000000
-122.426955631709006,37.769247063206983,160090977,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Sunday,01/31/2016,16:45,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,16009097703073.000000000000000
-122.418634830982,37.789151354799785,160090911,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,01/31/2016,16:37,NORTHERN,NONE,1200 Block of LARKIN ST,16009091106302.000000000000000
-122.393110640713004,37.7773103219698,166030317,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,01/31/2016,16:30,SOUTHERN,NONE,200 Block of KING ST,16603031706374.000000000000000
-122.447657570247003,37.787207821057002,160093379,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,01/31/2016,16:30,RICHMOND,NONE,3200 Block of CALIFORNIA ST,16009337906301.000000000000000
-122.414056291891001,37.782793107100588,160090905,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Sunday,01/31/2016,16:10,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,16009090516704.000000000000000
-122.406481972743009,37.78273178848869,160091442,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,01/31/2016,16:09,SOUTHERN,NONE,5TH ST / MISSION ST,16009144206112.000000000000000
-122.421203512,37.785481204644697,160092547,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,01/31/2016,16:00,NORTHERN,NONE,1000 Block of VANNESS AV,16009254727090.000000000000000
-122.388498251637984,37.75084570846159,166027756,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,01/31/2016,16:00,BAYVIEW,NONE,1600 Block of TENNESSEE ST,16602775628150.000000000000000
-122.417940444720003,37.793681908576296,166026479,NON-CRIMINAL,LOST PROPERTY,Sunday,01/31/2016,16:00,CENTRAL,NONE,WASHINGTON ST / HYDE ST,16602647971000.000000000000000
-122.443462926029994,37.769494851572695,166027251,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,16:00,PARK,NONE,WALLER ST / CENTRAL AV,16602725106244.000000000000000
-122.416791245835995,37.780044607793293,160091072,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,16:00,NORTHERN,NONE,200 Block of LARKIN ST,16009107206244.000000000000000
-122.396374439116016,37.798053252805786,160093670,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016,16:00,CENTRAL,NONE,300 Block of THE EMBARCADERONORTH ST,16009367072000.000000000000000
-122.434558622935981,37.771527647311103,160090795,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,01/31/2016,15:55,PARK,NONE,700 Block of HAIGHT ST,16009079515161.000000000000000
-122.496505445596,37.771952645228104,160090892,MISSING PERSON,FOUND PERSON,Sunday,01/31/2016,15:46,RICHMOND,NONE,6100 Block of FULTON ST,16009089275000.000000000000000
-122.471569224174999,37.734704853665399,160090836,NON-CRIMINAL,AIDED CASE,Sunday,01/31/2016,15:44,TARAVAL,NONE,JUNIPERO SERRA BL / SLOAT BL,16009083651040.000000000000000
-122.448603234050012,37.770264142452099,160090723,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Sunday,01/31/2016,15:38,PARK,"ARREST, BOOKED",500 Block of CLAYTON ST,16009072364002.000000000000000
-122.43515009981202,37.761759724359798,160099800,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,01/31/2016,15:30,MISSION,NONE,400 Block of CASTRO ST,16009980064070.000000000000000
-122.406958660602001,37.78943476300401,160090739,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/31/2016,15:30,CENTRAL,NONE,SUTTER ST / STOCKTON ST,16009073964020.000000000000000
-122.434458952027001,37.774946714979897,160090751,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/31/2016,15:25,PARK,NONE,500 Block of PIERCE ST,16009075128160.000000000000000
-122.406520987143992,37.785062942166093,160091367,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,01/31/2016,15:14,SOUTHERN,NONE,800 Block of MARKET ST,16009136706362.000000000000000
-122.41077421437501,37.808435017586909,160091345,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/31/2016,15:00,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,16009134506243.000000000000000
-122.404195424821012,37.791225517411895,160092581,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Sunday,01/31/2016,15:00,CENTRAL,NONE,300 Block of KEARNY ST,16009258105071.000000000000000
-122.39859580991299,37.753684153141798,160090529,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Sunday,01/31/2016,14:31,BAYVIEW,"ARREST, BOOKED",CONNECTICUT ST / WISCONSIN ST,16009052927300.000000000000000
-122.39859580991299,37.753684153141798,160090529,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,01/31/2016,14:31,BAYVIEW,"ARREST, BOOKED",CONNECTICUT ST / WISCONSIN ST,16009052965015.000000000000000
-122.417511996621002,37.754691084877976,160090767,ASSAULT,FALSE IMPRISONMENT,Sunday,01/31/2016,14:30,MISSION,"ARREST, BOOKED",700 Block of CAPP ST,16009076704170.000000000000000
-122.436884739193005,37.7623268956009,160091298,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/31/2016,14:30,PARK,NONE,4000 Block of 17TH ST,16009129806243.000000000000000
-122.436884739193005,37.7623268956009,160091298,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016,14:30,PARK,NONE,4000 Block of 17TH ST,16009129872000.000000000000000
-122.485290737593999,37.780188670905893,166026435,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/31/2016,14:30,RICHMOND,NONE,6100 Block of GEARY BL,16602643506372.000000000000000
-122.417511996621002,37.754691084877976,160090767,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,01/31/2016,14:30,MISSION,"ARREST, BOOKED",700 Block of CAPP ST,16009076715040.000000000000000
-122.44971103644302,37.746748060850294,160090654,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016,14:30,PARK,NONE,0 Block of PANORAMA DR,16009065472000.000000000000000
-122.387779251837003,37.727942306962703,160124338,MISSING PERSON,MISSING ADULT,Sunday,01/31/2016,14:30,BAYVIEW,NONE,1900 Block of JENNINGS ST,16012433874000.000000000000000
-122.469617182655995,37.736417749242499,160090535,NON-CRIMINAL,AIDED CASE,Sunday,01/31/2016,14:30,TARAVAL,NONE,1500 Block of PORTOLA DR,16009053551040.000000000000000
-122.404013943546005,37.789751822504897,160090488,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/31/2016,14:28,CENTRAL,NONE,200 Block of SUTTER ST,16009048864085.000000000000000
-122.404013943546005,37.789751822504897,160090488,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Sunday,01/31/2016,14:28,CENTRAL,NONE,200 Block of SUTTER ST,16009048812030.000000000000000
-122.448578484966006,37.769797716883097,160090648,WARRANTS,WARRANT ARREST,Sunday,01/31/2016,14:26,PARK,"ARREST, BOOKED",HAIGHT ST / CLAYTON ST,16009064863010.000000000000000
-122.45125796225399,37.770468310715998,160090466,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Sunday,01/31/2016,14:25,PARK,NONE,1800 Block of PAGE ST,16009046651041.000000000000000
-122.413564091744007,37.779514030062991,160090557,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,01/31/2016,14:20,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,16009055706362.000000000000000
-122.388004140125005,37.755389829670193,160090450,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,01/31/2016,14:15,BAYVIEW,NONE,23RD ST / 3RD ST,16009045003014.000000000000000
-122.481003317121008,37.780382130775685,160090632,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,14:15,RICHMOND,NONE,5700 Block of GEARY BL,16009063206244.000000000000000
-122.407877787733014,37.785968007677504,160090422,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/31/2016,14:10,TENDERLOIN,NONE,100 Block of POWELL ST,16009042206372.000000000000000
-122.422127579529004,37.773033018351491,166032802,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,01/31/2016,14:00,SOUTHERN,NONE,1600 Block of MARKET ST,16603280206224.000000000000000
-122.392308546386985,37.77669227833249,160093959,MISSING PERSON,MISSING JUVENILE,Sunday,01/31/2016,14:00,SOUTHERN,NONE,100 Block of BERRY ST,16009395974010.000000000000000
-122.401560967513007,37.7840888680389,160094452,NON-CRIMINAL,LOST PROPERTY,Sunday,01/31/2016,14:00,SOUTHERN,NONE,700 Block of HOWARD ST,16009445271000.000000000000000
-122.392308546386985,37.77669227833249,160093959,MISSING PERSON,FOUND PERSON,Sunday,01/31/2016,14:00,SOUTHERN,NONE,100 Block of BERRY ST,16009395975000.000000000000000
-122.415923448241983,37.808590513710193,160092791,NON-CRIMINAL,LOST PROPERTY,Sunday,01/31/2016,14:00,CENTRAL,NONE,2800 Block of TAYLOR ST,16009279171000.000000000000000
-122.423304635548007,37.722669446300301,160090701,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/31/2016,14:00,INGLESIDE,NONE,100 Block of JOHNFSHELLEY DR,16009070106242.000000000000000
-122.409543626564002,37.793851149158399,160092462,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016,14:00,CENTRAL,NONE,CLAY ST / POWELL ST,16009246272000.000000000000000
-122.454330105395982,37.768153011115899,160095535,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016,14:00,PARK,NONE,1800 Block of WALLER ST,16009553572000.000000000000000
-122.408433097285993,37.796703927844298,160092478,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016,14:00,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,16009247872000.000000000000000
-122.414822317442997,37.807431459872298,160091226,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,13:53,CENTRAL,NONE,300 Block of BEACH ST,16009122606244.000000000000000
-122.414822317442997,37.807431459872298,160091226,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016,13:53,CENTRAL,NONE,300 Block of BEACH ST,16009122672000.000000000000000
-122.400194768944004,37.790052793601596,160090369,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016,13:49,SOUTHERN,NONE,500 Block of MARKET ST,16009036972000.000000000000000
-122.410293519690001,37.782230587003603,160090381,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/31/2016,13:45,SOUTHERN,NONE,GOLDEN GATE AV / TAYLOR ST,16009038164020.000000000000000
-122.476226693274995,37.749556008576192,160090927,ASSAULT,BATTERY,Sunday,01/31/2016,13:45,TARAVAL,NONE,2000 Block of 19TH AV,16009092704134.000000000000000
-122.446165617977996,37.770161181339304,160090331,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Sunday,01/31/2016,13:30,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,16009033164002.000000000000000
-122.408040474857984,37.786409403361787,160090585,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,01/31/2016,13:30,TENDERLOIN,NONE,POWELL ST / OFARRELL ST,16009058506154.000000000000000
-122.421644478447007,37.742997014407592,160090375,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,01/31/2016,13:22,INGLESIDE,NONE,3300 Block of MISSION ST,16009037506361.000000000000000
-122.417312387265,37.781913227595496,160090290,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/31/2016,13:14,NORTHERN,"ARREST, BOOKED",400 Block of LARKIN ST,16009029065016.000000000000000
-122.439538310871001,37.770895722289801,160105708,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,01/31/2016,13:00,PARK,NONE,1000 Block of HAIGHT ST,16010570871010.000000000000000
-122.400517100596005,37.7963438994583,160092945,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,01/31/2016,13:00,CENTRAL,NONE,500 Block of BATTERY ST,16009294505013.000000000000000
-122.439538310871001,37.770895722289801,160105708,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Sunday,01/31/2016,13:00,PARK,NONE,1000 Block of HAIGHT ST,16010570871012.000000000000000
-122.412838157611006,37.777280688339694,160092127,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,01/31/2016,13:00,SOUTHERN,NONE,100 Block of 8TH ST,16009212771010.000000000000000
-122.411935615744994,37.780006442029787,160092111,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/31/2016,13:00,SOUTHERN,NONE,STEVENSON ST / 7TH ST,16009211106241.000000000000000
-122.442385848103001,37.725792264920294,160090228,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,01/31/2016,13:00,INGLESIDE,"ARREST, BOOKED",SAN JOSE AV / SANTAYNEZ AV,16009022865015.000000000000000
-122.434558622935981,37.771527647311103,160090494,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,01/31/2016,13:00,PARK,NONE,700 Block of HAIGHT ST,16009049415161.000000000000000
-122.412838157611006,37.777280688339694,160092127,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/31/2016,13:00,SOUTHERN,NONE,100 Block of 8TH ST,16009212706243.000000000000000
-122.425300351937011,37.771338280449889,160090698,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/31/2016,12:50,NORTHERN,NONE,0 Block of LAGUNA ST,16009069864085.000000000000000
-122.425300351937011,37.771338280449889,160090698,NON-CRIMINAL,AIDED CASE,Sunday,01/31/2016,12:50,NORTHERN,NONE,0 Block of LAGUNA ST,16009069851040.000000000000000
-122.406409965318005,37.79775884029749,160090262,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Sunday,01/31/2016,12:39,CENTRAL,"ARREST, BOOKED",200 Block of COLUMBUS AV,16009026271024.000000000000000
-122.447125645819995,37.804706328184487,160090240,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,12:36,NORTHERN,NONE,3600 Block of BAKER ST,16009024006244.000000000000000
-122.405395493938997,37.783510071542104,166032614,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,12:35,SOUTHERN,NONE,800 Block of MISSION ST,16603261406244.000000000000000
-122.404230839350006,37.804937543475297,160091583,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,12:30,CENTRAL,NONE,0 Block of CHESTNUT ST,16009158306244.000000000000000
-122.397387796127006,37.792404731962492,160091107,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,01/31/2016,12:30,SOUTHERN,NONE,MARKET ST / BEALE ST,16009110709320.000000000000000
-122.397387796127006,37.792404731962492,160091107,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,01/31/2016,12:30,SOUTHERN,NONE,MARKET ST / BEALE ST,16009110706112.000000000000000
-122.466204667892995,37.772540539159294,160091339,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,12:30,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,16009133906244.000000000000000
-122.403404791479019,37.775420706710989,166032595,NON-CRIMINAL,LOST PROPERTY,Sunday,01/31/2016,12:29,SOUTHERN,NONE,800 Block of BRYANT ST,16603259571000.000000000000000
-122.408518394534994,37.773760403167003,160090137,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/31/2016,12:21,SOUTHERN,"ARREST, BOOKED",8TH ST / HARRISON ST,16009013765016.000000000000000
-122.414927187814001,37.773523978923009,160090234,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,01/31/2016,12:20,SOUTHERN,NONE,1400 Block of HOWARD ST,16009023428100.000000000000000
-122.448491291265,37.758412730477403,160090773,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,12:20,PARK,NONE,200 Block of TWINPEAKS BL,16009077306244.000000000000000
-122.42303265312502,37.781234269465308,166025829,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,12:15,NORTHERN,NONE,300 Block of ELM ST,16602582906244.000000000000000
-122.419676616150014,37.7658510977435,160090068,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,01/31/2016,12:14,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,16009006865010.000000000000000
-122.419676616150014,37.7658510977435,160090068,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Sunday,01/31/2016,12:14,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,16009006807200.000000000000000
-122.39797787725702,37.795312436480685,160090080,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/31/2016,12:04,CENTRAL,NONE,DAVIS ST / CLAY ST,16009008064020.000000000000000
-122.407376463936004,37.779989261998594,160091505,ASSAULT,THREATS AGAINST LIFE,Sunday,01/31/2016,12:00,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,16009150519057.000000000000000
-122.399617558781983,37.780790655006697,160090159,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/31/2016,12:00,SOUTHERN,NONE,4TH ST / HARRISON ST,16009015906243.000000000000000
-122.452330120870997,37.72307870593589,160170767,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/31/2016,12:00,INGLESIDE,NONE,OCEAN AV / GENEVA AV,16017076772000.000000000000000
-122.407376463936004,37.779989261998594,160091505,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,01/31/2016,12:00,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,16009150504138.000000000000000
-122.407376463936004,37.779989261998594,160091505,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,01/31/2016,12:00,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,16009150515200.000000000000000
-122.415010032995994,37.808369816139098,160091577,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,01/31/2016,12:00,CENTRAL,NONE,100 Block of JEFFERSON ST,16009157706304.000000000000000
-122.407376463936004,37.779989261998594,160091505,WARRANTS,WARRANT ARREST,Sunday,01/31/2016,12:00,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,16009150563010.000000000000000
-122.407376463936004,37.779989261998594,160091505,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,01/31/2016,12:00,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,16009150562050.000000000000000
-122.396516098252988,37.752311219684699,160090024,OTHER OFFENSES,RECKLESS DRIVING,Sunday,01/31/2016,11:59,BAYVIEW,NONE,25TH ST / CONNECTICUT ST,16009002465020.000000000000000
-122.396516098252988,37.752311219684699,160090024,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Sunday,01/31/2016,11:59,BAYVIEW,NONE,25TH ST / CONNECTICUT ST,16009002468060.000000000000000
-122.448721901360997,37.783785017246004,160090109,VEHICLE THEFT,STOLEN TRUCK,Sunday,01/31/2016,11:58,RICHMOND,NONE,0 Block of WOOD ST,16009010907025.000000000000000
-122.506477779592018,37.760455135593006,160099139,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,01/31/2016,11:50,TARAVAL,NONE,4100 Block of JUDAH ST,16009913964070.000000000000000
-122.397970821342994,37.775941427057703,160091066,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,11:50,SOUTHERN,NONE,5TH ST / BLUXOME ST,16009106606244.000000000000000
-122.437536921767006,37.798507065999196,166026184,NON-CRIMINAL,LOST PROPERTY,Sunday,01/31/2016,11:43,NORTHERN,NONE,3100 Block of STEINER ST,16602618471000.000000000000000
-122.406376783528003,37.798588597697702,166026231,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,01/31/2016,11:40,CENTRAL,NONE,FRESNO ST / ROMOLO ST,16602623106224.000000000000000
-122.434294413631008,37.774474754859703,166028099,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,11:40,PARK,NONE,FELL ST / PIERCE ST,16602809906244.000000000000000
-122.446165617977996,37.770161181339304,160089936,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Sunday,01/31/2016,11:37,PARK,NONE,1400 Block of HAIGHT ST,16008993664001.000000000000000
-122.446165617977996,37.770161181339304,160089920,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Sunday,01/31/2016,11:36,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,16008992064002.000000000000000
-122.457507583541002,37.771133235443187,160090002,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,01/31/2016,11:31,PARK,"ARREST, BOOKED",100 Block of JOHNFKENNEDY DR,16009000216030.000000000000000
-122.457507583541002,37.771133235443187,160090002,DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC FOR SALES,Sunday,01/31/2016,11:31,PARK,"ARREST, BOOKED",100 Block of JOHNFKENNEDY DR,16009000216420.000000000000000
-122.457507583541002,37.771133235443187,160090002,WARRANTS,WARRANT ARREST,Sunday,01/31/2016,11:31,PARK,"ARREST, BOOKED",100 Block of JOHNFKENNEDY DR,16009000263010.000000000000000
-122.416991089644014,37.777074192256002,160091022,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,01/31/2016,11:30,SOUTHERN,NONE,1300 Block of MARKET ST,16009102206153.000000000000000
-122.427242380192013,37.761411808391891,160090325,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,01/31/2016,11:20,MISSION,NONE,3700 Block of 18TH ST,16009032564070.000000000000000
-122.396464970113996,37.720897995259492,160089942,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,01/31/2016,11:10,BAYVIEW,NONE,6200 Block of 3RD ST,16008994264070.000000000000000
-122.403404791479019,37.775420706710989,166026429,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,01/31/2016,11:00,SOUTHERN,NONE,800 Block of BRYANT ST,16602642906224.000000000000000
-122.413583483648011,37.777043620263591,160091185,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/31/2016,11:00,SOUTHERN,NONE,1200 Block of MISSION ST,16009118506244.000000000000000
